,created_at,text,lang,timestamp_ms,preprocessed,lemma stop
4503,Wed Apr 27 22:02:59 +0000 2022,"@Roadfood123 we're so enjoying the show and the stories, and we're already planning road trips to try some of these yummy things (not the bovine eyeball though 😳). Thank you #MishaCollins for reaching across the aisle too, we agree on so much more than we disagree.",en,1651096979661, we re so enjoying the show and the stories and we re already planning road trips to try some of these yummy things not the bovine eyeball though thank you for reaching across the aisle too we agree on so much more than we disagree ,enjoy show stories already plan road trip try yummy things bovine eyeball though thank reach across aisle agree much disagree
4506,Wed Apr 27 22:43:46 +0000 2022,@mishacollins what did you do you little poo poo. all is fair and love with queers but this one was a little too yikes for me. see ya if you want to be ya. but yeah we need to put you in a small time out and then we'll get back to you about the thing with the poombah - Me,en,1651099426662, what did you do you little poo poo all is fair and love with queers but this one was a little too yikes for me see ya if you want to be ya but yeah we need to put you in a small time out and then we ll get back to you about the thing with the poombah me,little poo poo fair love queer one little yikes see ya want ya yeah need put small time get back thing poombah
4517,Thu Apr 28 19:37:06 +0000 2022,"Has bi person this extremely disrespectful!! I am upset with misha comments, i love @mishacollins
and i know misha straight but saying someone too old to be bi is disgusting to the bi community, you can come out any age !! Do your research !!  #LGBTQIA #SPNFamily",en,1651174626660,has bi person this extremely disrespectful i am upset with misha comments i love and i know misha straight but saying someone too old to be bi is disgusting to the bi community you can come out any age do your research ,bi person extremely disrespectful upset misha comment love know misha straight say someone old bi disgust bi community come age research
4520,Thu Apr 28 22:27:08 +0000 2022,@deanismybuddy Did you every think how bi community is hurting right now and trying heal? We know hes taken accountability &amp; apologised!! I love @mishacollins but i am mad too!! I am trying heal has bi woman!! But when spn fandon more worried about misha than how bi communuty is doing? #LGBTQIA,en,1651184828657, did you every think how bi community is hurting right now and trying heal we know hes taken accountability amp apologised i love but i am mad too i am trying heal has bi woman but when spn fandon more worried about misha than how bi communuty is doing ,every think bi community hurt right try heal know hes take accountability amp apologise love mad try heal bi woman spn fandon worry misha bi communuty
4522,Thu Apr 28 23:44:36 +0000 2022,need everyone in the quotes saying she’s lying and pulling a misha collins to know that we the lesbian people simply don’t care,en,1651189476659,need everyone in the quotes saying she s lying and pulling a misha collins to know that we the lesbian people simply don t care,need everyone quote say lie pull misha collins know lesbian people simply care
4524,Fri Apr 29 01:28:24 +0000 2022,"You know that Sam Adams commercial about “🎵your cousin from Boston?🎵

Misha Collins hails from Boston. 

That commercial should be an insult to Misha Collins. 🤷🏼‍♀️💁🏼‍♀️",en,1651195704658,you know that sam adams commercial about your cousin from boston misha collins hails from boston that commercial should be an insult to misha collins ,know sam adams commercial cousin boston misha collins hail boston commercial insult misha collins
4526,Fri Apr 29 02:09:36 +0000 2022,"Good night moonlight @mishacollins 

📸: @Impala2Y5 https://t.co/TcgtEtayyf",en,1651198176659,good night moonlight ,good night moonlight
4527,Fri Apr 29 03:12:54 +0000 2022,"@chxrlieirl @mishacollins Most bi people understand that he’s a human and has done more for our community than most, people make mistakes and slip ups. He apologized, a majority of celebs don’t. You’re attacking someone who doesn’t deserve it. Put this on. 🤡 You deserve it.",en,1651201974661, most bi people understand that he s a human and has done more for our community than most people make mistakes and slip ups he apologized a majority of celebs don t you re attacking someone who doesn t deserve it put this on you deserve it ,bi people understand human do community people make mistake slip up apologize majority celebs attack someone deserve put deserve
4529,Fri Apr 29 06:29:02 +0000 2022,"@mishacollins I wanted to say something comforting but it all feels to cliché so...

Hope you don't mind a virtual hug intended to let you know you're not alone instead.",en,1651213742659, i wanted to say something comforting but it all feels to clich so hope you don t mind a virtual hug intended to let you know you re not alone instead ,want say something comfort feel clich hope mind virtual hug intend let know alone instead
4537,Sat Apr 30 03:07:59 +0000 2022,@Sizzoal @mishacollins @nytimes will you be my guide? I'm hre just rcently,en,1651288079661, will you be my guide i m hre just rcently,guide hre rcently
4540,Sat Apr 30 08:33:11 +0000 2022,@EleanorMooe You are so loved me Misha Collins #WeLoveYouMisha,en,1651307591660, you are so loved me misha collins ,love misha collins
4548,Sun May 01 00:32:59 +0000 2022,"@heyDe__ @mishacollins Tweet to Roadfood , they are gathering good things for Misha",en,1651365179657, tweet to roadfood they are gathering good things for misha,tweet roadfood gather good things misha
4554,Sun May 01 21:39:34 +0000 2022,@Ruth_eBug @DestielTruther @mishacollins Exactly what talent and/or looks are you offering? Stop wasting everyone's time and go whine and lie to your journal. Your tweet is an overt cry for help. FYI. I hope you find it.,en,1651441174659, exactly what talent and or looks are you offering stop wasting everyone s time and go whine and lie to your journal your tweet is an overt cry for help fyi i hope you find it ,exactly talent look offer stop waste everyone time go whine lie journal tweet overt cry help fyi hope find
4555,Mon May 02 06:13:11 +0000 2022,Just checking my shire map lol @mishacollins is that you ? https://t.co/3l3T1XL3k0,en,1651471991662,just checking my shire map lol is that you ,check shire map lol
4560,Tue May 03 16:01:01 +0000 2022,Have a wonderful Tuesday people 😊 😀 ps I love you @mishacollins 💙 https://t.co/DapBv5W5x2,en,1651593661660,have a wonderful tuesday people ps i love you ,wonderful tuesday people ps love
4562,Tue May 03 18:23:58 +0000 2022,@TiudjXpjqalnmew @mishacollins Awww those kitties are the cutest!,en,1651602238660, awww those kitties are the cutest ,awww kitties cutest
4566,Wed May 04 02:41:23 +0000 2022,Misha Collins is just Great Value™️ Sebastian Stan and no I will not change my stance.,en,1651632083659,misha collins is just great value sebastian stan and no i will not change my stance ,misha collins great value sebastian stan change stance
4567,Wed May 04 03:29:30 +0000 2022,@HeatherTrent9 @MagicMishka @mishacollins What do you mean?? He walked off....where?,en,1651634970663, what do you mean he walked off where ,mean walk
4572,Wed May 04 10:27:44 +0000 2022,@nightmovescas @mishacollins OMG misha? https://t.co/0nPE8uUBrY,en,1651660064659, omg misha ,omg misha
4573,Wed May 04 12:36:40 +0000 2022,@padresj This has been doctored weirdly. Some of the text is from a recent series of tweets by Misha Collins. https://t.co/lcCzCUg91a,en,1651667800659, this has been doctored weirdly some of the text is from a recent series of tweets by misha collins ,doctor weirdly text recent series tweet misha collins
4574,Wed May 04 13:40:44 +0000 2022,@leperteeth @Treblemaker1969 @mishacollins He definitely did,en,1651671644663, he definitely did,definitely
4578,Wed May 04 19:44:52 +0000 2022,@ermesluvr yes!!! and like with the knowledge of what happened and not what they said happened! like seeing history repeat itself everywhere! math makes me like misha collins realizing how much abo content there is of him! SICK!,en,1651693492661, yes and like with the knowledge of what happened and not what they said happened like seeing history repeat itself everywhere math makes me like misha collins realizing how much abo content there is of him sick ,yes like knowledge happen say happen like see history repeat everywhere math make like misha collins realize much abo content sick
4581,Wed May 04 21:46:16 +0000 2022,"#HeyMisha @mishacollins 

On the left is a letter that told me I've been granted a full scholarship to study abroad in Europe (just received it today). On the right is the direct quote from your mini autobiography, saved for years in my phone which somehow led me to this point https://t.co/jQuPe799Sl",en,1651700776658, on the left is a letter that told me i ve been granted a full scholarship to study abroad in europe just received it today on the right is the direct quote from your mini autobiography saved for years in my phone which somehow led me to this point ,leave letter tell grant full scholarship study abroad europe receive today right direct quote mini autobiography save years phone somehow lead point
4586,Thu May 05 08:31:57 +0000 2022,@eorozco2720 @mishacollins Thank you so much!💗,en,1651739517662, thank you so much ,thank much
4587,Thu May 05 08:34:11 +0000 2022,@wildersilence @mishacollins #HeyMisha! I put your audiobook out loud on speakers when my not very self-aware neighbors have fights just to drown their screams. Let's fight hate with poetry @mishacollins  😂,en,1651739651658, i put your audiobook out loud on speakers when my not very self aware neighbors have fights just to drown their screams let s fight hate with poetry ,put audiobook loud speakers self aware neighbor fight drown scream let fight hate poetry
4589,Thu May 05 11:27:32 +0000 2022,"I'm so sad, i need misha collins 😭",en,1651750052661,i m so sad i need misha collins ,sad need misha collins
4591,Fri May 06 02:18:34 +0000 2022,"@PJMiranda7 @mishacollins I miss Misha, but at the same time glad he took a break from social media! I hope your day is going well!",en,1651803514657, i miss misha but at the same time glad he took a break from social media i hope your day is going well ,miss misha time glad take break social media hope day go well
4593,Fri May 06 03:07:52 +0000 2022,@nathwinchester7 @mishacollins This is amazing! Congratulations ❣️,en,1651806472662, this is amazing congratulations ,amaze congratulations
4598,Fri May 06 20:16:59 +0000 2022,@katharina_ewers @GottaBeCrazy2 @mishacollins @charliecapen @GISH *ominous music plays*,en,1651868219665, ominous music plays ,ominous music play
4602,Sat May 07 16:49:43 +0000 2022,@mishacollins i have questions. https://t.co/gAYMFWzdiZ,en,1651942183663, i have questions ,question
4609,Sun May 08 10:03:10 +0000 2022,Lovely photo missing him @mishacollins,en,1652004190660,lovely photo missing him ,lovely photo miss
4610,Sun May 08 13:10:11 +0000 2022,"@KoterJessica @mishacollins Wishing you and your family Joy, Peace and Happiness, Mr. Collins! https://t.co/YchPu2xr2o",en,1652015411663, wishing you and your family joy peace and happiness mr collins ,wish family joy peace happiness mr collins
4613,Mon May 09 13:04:19 +0000 2022,"FINALLY getting to watch #Roadfood with @mishacollins and it's so far: I'm LOVING every dish, missing Texas of all places, and learn that someone canNOT handle spicy food. 🤣🤣 How did Misha get that RED?",en,1652101459658,finally getting to watch with and it s so far i m loving every dish missing texas of all places and learn that someone cannot handle spicy food how did misha get that red ,finally get watch far love every dish miss texas place learn someone cannot handle spicy food misha get red
4623,Wed May 11 12:48:32 +0000 2022,We miss and love you @mishacollins .,en,1652273312661,we miss and love you ,miss love
4626,Wed May 11 22:04:39 +0000 2022,@mishacollins Just jumping in to say that I hope you're doing well and not still beating yourself up. You're a joy and this mistake takes nothing away from the good you've done.,en,1652306679663, just jumping in to say that i hope you re doing well and not still beating yourself up you re a joy and this mistake takes nothing away from the good you ve done ,jump say hope well still beat joy mistake take nothing away good do
4627,Wed May 11 23:40:41 +0000 2022,@dancingdanylle @mishacollins I had to do online training videos 😩😩 I didn’t get finished with them today so I’m afraid that’s what I’ll have to do tomorrow. But she mentioned letting me shadow tomorrow too. So hopefully Friday I can actually get in there and assist some!,en,1652312441665, i had to do online training videos i didn t get finished with them today so i m afraid that s what i ll have to do tomorrow but she mentioned letting me shadow tomorrow too so hopefully friday i can actually get in there and assist some ,online train videos get finish today afraid tomorrow mention let shadow tomorrow hopefully friday actually get assist
4631,Thu May 12 14:13:30 +0000 2022,@SjSrwillis06 @mishacollins I'm out of the loop?  Lol.,en,1652364810665, i m out of the loop lol ,loop lol
4634,Thu May 12 17:37:58 +0000 2022,"🤔 a fun future @GISH item could be helping @HalfAccess build their database of venue accessibility... just sayin' https://t.co/HjtaqMzyw7

cc @charliecapen @BertoInPublic @mishacollins @RachelMiner1",en,1652377078666, a fun future item could be helping build their database of venue accessibility just sayin cc ,fun future item could help build database venue accessibility sayin cc
4637,Thu May 12 19:50:18 +0000 2022,@mishacollins this is so yass sslay,en,1652385018665, this is so yass sslay,yass sslay
4638,Thu May 12 19:53:20 +0000 2022,@mishacollins Congrats! We missed your face on here.,en,1652385200665, congrats we missed your face on here ,congrats miss face
4640,Thu May 12 19:55:26 +0000 2022,"@mishacollins Yeah, Break a Leg!🌻",en,1652385326663, yeah break a leg ,yeah break leg
4641,Thu May 12 19:56:32 +0000 2022,@mishacollins THIS IS SO GOOD CONGRATULATIONS CONGRATULATIONS MISHA I LOVE YOU SO MUCH!💗,en,1652385392665, this is so good congratulations congratulations misha i love you so much ,good congratulations congratulations misha love much
4643,Thu May 12 20:00:13 +0000 2022,Congratulations to @JensenAckles @DanneelHarris @rthompson1138 @jojoflei @ImMegDonnelly @DrakeJRodger @MissKajlich #NidaKhurshid @mishacollins and all the cast and crew of #TheWinchester and #GothamKnights! https://t.co/L1NrUddDjt,en,1652385613660,congratulations to and all the cast and crew of and ,congratulations cast crew
4650,Thu May 12 20:07:09 +0000 2022,@mishacollins Congrats! Looking forward to watching! 👏🏻,en,1652386029666, congrats looking forward to watching ,congrats look forward watch
4653,Thu May 12 20:09:58 +0000 2022,"@mishacollins Yes yes yes!! 🙌🏻 Congrats, Sir!",en,1652386198662, yes yes yes congrats sir ,yes yes yes congrats sir
4654,Thu May 12 20:10:28 +0000 2022,@mishacollins Congratulations! ❤️ I can't wait to see you in the new role 🥰,en,1652386228658, congratulations i can t wait to see you in the new role ,congratulations wait see new role
4655,Thu May 12 20:10:32 +0000 2022,"Can we get a second part of "" Danneel: ""Look at Mishh, he's so cute, I love ,I love him""
Jensen: ""Who doesn't"" NEXT YEAR plssss

#JensenAckles #MishaCollins #Supernatural https://t.co/NFUjAEEPJp",en,1652386232658,can we get a second part of danneel look at mishh he s so cute i love i love him jensen who doesn t next year plssss ,get second part danneel look mishh cute love love jensen next year plssss
4663,Thu May 12 20:42:18 +0000 2022,"@mishacollins Can't wait! Hope you're doing okay, we love you ❤❤❤❤",en,1652388138663, can t wait hope you re doing okay we love you ,wait hope okay love
4668,Thu May 12 21:10:38 +0000 2022,@therealKripke @jarpad @JensenAckles @mishacollins This is going to be epic! How lucky are we! Super excited for everyone involved ❤️,en,1652389838666, this is going to be epic how lucky are we super excited for everyone involved ,go epic lucky super excite everyone involve
4673,Thu May 12 21:29:36 +0000 2022,@jaygruska @therealKripke @jarpad @JensenAckles @mishacollins So excited to hear your music on my little screen again. Congrats on the pick up!,en,1652390976666, so excited to hear your music on my little screen again congrats on the pick up ,excite hear music little screen congrats pick
4676,Thu May 12 21:43:02 +0000 2022,"@MelinoMara @mishacollins @jarpad @JensenAckles His not a human being, his our beloved angel Castiel! You are an inspiration @mishacollins this world definitely need more of your kind.",en,1652391782663, his not a human being his our beloved angel castiel you are an inspiration this world definitely need more of your kind ,human beloved angel castiel inspiration world definitely need kind
4679,Thu May 12 22:07:09 +0000 2022,@Roadfood123 @mishacollins Misha and my favorite dishes 💙 https://t.co/3sWzBF9Imu,en,1652393229660, misha and my favorite dishes ,misha favorite dish
4680,Thu May 12 22:11:01 +0000 2022,@mishacollins @jarpad @JensenAckles Let the 💙💚 suit coordination ensue https://t.co/M5vlED6gRe,en,1652393461662, let the suit coordination ensue ,let suit coordination ensue
4687,Fri May 13 00:04:10 +0000 2022,@TVGuide @mishacollins Hell yasssssss!!!😍🥰,en,1652400250663, hell yasssssss ,hell yasssssss
4701,Fri May 13 02:24:05 +0000 2022,"@mishacollins your success is already guaranteed, you were born to shine 💖😍
I love you",en,1652408645659, your success is already guaranteed you were born to shine i love you,success already guarantee bear shine love
4703,Fri May 13 02:33:53 +0000 2022,@TVGuide @MagicMishka @mishacollins Such great news!!  Congratulations 🎉👏 #GothamKnights,en,1652409233660, such great news congratulations ,great news congratulations
4705,Fri May 13 03:04:25 +0000 2022,@FangasmSPN @jarpad @JensenAckles @mishacollins Yep and now we get Jensen on Big Sky next week. How did he slip that one past us?,en,1652411065659, yep and now we get jensen on big sky next week how did he slip that one past us ,yep get jensen big sky next week slip one past us
4709,Fri May 13 03:28:32 +0000 2022,"@jarpad @mishacollins @JensenAckles @GenPadalecki @DanneelHarris I missed you, king 🫂",en,1652412512663, i missed you king ,miss king
4712,Fri May 13 04:23:10 +0000 2022,"@jarpad @mishacollins @JensenAckles @GenPadalecki @DanneelHarris You are too sweet, jared.🫂❤",en,1652415790661, you are too sweet jared ,sweet jar
4714,Fri May 13 04:45:52 +0000 2022,"@jarpad @mishacollins @JensenAckles @GenPadalecki @DanneelHarris And I can totally see you yeehaw-ing on the carpet 🤠 (this should totally be accepted as a verb 🤔🤭), #TeamBlackHat, right 🤞🫶? Way to go, y'all, future looks bright and promising, can't wait for you to make us proud 🥰💕",en,1652417152665, and i can totally see you yeehaw ing on the carpet this should totally be accepted as a verb right way to go y all future looks bright and promising can t wait for you to make us proud ,totally see yeehaw ing carpet totally accept verb right way go future look bright promise wait make us proud
4715,Fri May 13 04:48:57 +0000 2022,"@samcentric @brishti_namuk @jarpad @mishacollins @JensenAckles @GenPadalecki @DanneelHarris Eric Kripke created SPN along with Bob Singer and the late and great Kim manners. 

Jensen, Jared, Misha and all the actors brought to life beautiful characters, but it was Kripke and his fellow writers who created the SPN world. 

Now Kripke has passed that torch onto Jensen,",en,1652417337661, eric kripke created spn along with bob singer and the late and great kim manners jensen jared misha and all the actors brought to life beautiful characters but it was kripke and his fellow writers who created the spn world now kripke has passed that torch onto jensen ,eric kripke create spn along bob singer late great kim manners jensen jar misha actors bring life beautiful character kripke fellow writers create spn world kripke pass torch onto jensen
4716,Fri May 13 05:33:21 +0000 2022,"Jensen ackles, jared padalecki, misha collins are back as exc producer, narrator, &amp; star: the band's back!!!!",en,1652420001666,jensen ackles jared padalecki misha collins are back as exc producer narrator amp star the band s back ,jensen ackles jar padalecki misha collins back exc producer narrator amp star band back
4723,Fri May 13 08:57:19 +0000 2022,"@Sineadfitz7 @YouTube @mishacollins @JensenAckles Morning Sinead!! Also @jarpad Walker Independence got picked up as well!! It was so nice to FINALLY get some good news, and of course seeing Misha return to sm. Even if it was just one day. It’s so good to know he’s doing ok. 😊🥰🥰 https://t.co/Z52UwJzwSR",en,1652432239661, morning sinead also walker independence got picked up as well it was so nice to finally get some good news and of course seeing misha return to sm even if it was just one day it s so good to know he s doing ok ,morning sinead also walker independence get pick well nice finally get good news course see misha return sm even one day good know ok
4728,Fri May 13 12:22:48 +0000 2022,I’m screaming! So proud! 🥳🍾 @JensenAckles @jarpad @mishacollins https://t.co/k9KLLrl0KL,en,1652444568665,i m screaming so proud ,scream proud
4732,Fri May 13 14:59:15 +0000 2022,@mishacollins Congratulations to my favorite actor!!,en,1652453955657, congratulations to my favorite actor ,congratulations favorite actor
4737,Fri May 13 16:48:21 +0000 2022,"@frolicforever @elonmusk @joncoopertweets @GrandpaSnarky @Angry_Staffer @AZ_Brittney @ElectBlue2022 @56blackcat @UniversalCandid @AngelaBelcamino @mishacollins It's NOT 'autism' - he's a SADISTIC PSYCHOPATH who has NO PROBLEM TORTURING ANIMALS TO DEATH - FOR DAYS at Neuralink, confident that no one will ever find out what he did, or won't remember that! Oooops!",en,1652460501661, it s not autism he s a sadistic psychopath who has no problem torturing animals to death for days at neuralink confident that no one will ever find out what he did or won t remember that oooops ,autism sadistic psychopath problem torture animals death days neuralink confident one ever find remember oooops
4741,Fri May 13 17:19:14 +0000 2022,@mishacollins This is art,en,1652462354658, this is art,art
4743,Fri May 13 17:20:55 +0000 2022,@mishacollins Still beautiful still misha collins 💙,en,1652462455663, still beautiful still misha collins ,still beautiful still misha collins
4744,Fri May 13 17:23:23 +0000 2022,"@mishacollins Such a lovely photo. 🖤 Flowers suit you, Misha &amp; Maison has a great sense of aesthetics. 🌺",en,1652462603663, such a lovely photo flowers suit you misha amp maison has a great sense of aesthetics ,lovely photo flower suit misha amp maison great sense aesthetics
4745,Fri May 13 17:23:52 +0000 2022,@mishacollins Maison is an artist in so many ways.... I can't wait to follow her progress ❤️,en,1652462632666, maison is an artist in so many ways i can t wait to follow her progress ,maison artist many ways wait follow progress
4746,Fri May 13 17:24:31 +0000 2022,@mishacollins Maison’s going to be a high fashion/art photographer pretty soon,en,1652462671664, maison s going to be a high fashion art photographer pretty soon,maison go high fashion art photographer pretty soon
4747,Fri May 13 17:26:40 +0000 2022,@mishacollins She's quite the florist.,en,1652462800663, she s quite the florist ,quite florist
4750,Fri May 13 17:35:39 +0000 2022,The birthday email from @GISH and @mishacollins make me smile every year.  Thanks guys 💜💜 #SPNFamily,en,1652463339660,the birthday email from and make me smile every year thanks guys ,birthday email make smile every year thank guy
4754,Fri May 13 18:21:05 +0000 2022,@therealKripke @jarpad @JensenAckles @mishacollins #Supernatural is the best thing to ever happen to television. Full stop.,en,1652466065665, is the best thing to ever happen to television full stop ,best thing ever happen television full stop
4759,Sat May 14 01:48:19 +0000 2022,@mishacollins If the ask who is that I shall say it’s a sunflower,en,1652492899663, if the ask who is that i shall say it s a sunflower,ask shall say sunflower
4763,Sat May 14 11:12:01 +0000 2022,"@goulitry @deanismybuddy @mishacollins Maybe. I'm just hoping they don't initially try to do like they did  Black Lightning. ""It's not the same universe...oh, we need ratings?"" They have my viewership either way.",en,1652526721659, maybe i m just hoping they don t initially try to do like they did black lightning it s not the same universe oh we need ratings they have my viewership either way ,maybe hop initially try like black lightning universe oh need rat viewership either way
4764,Sat May 14 14:01:08 +0000 2022,"@mishacollins @mishacollins Castiel, you're so sweet!😊 
I think I wish I saw another episode with such Angel 😂❤️❤️❤️",en,1652536868659, castiel you re so sweet i think i wish i saw another episode with such angel ,castiel sweet think wish saw another episode angel
4765,Sat May 14 14:20:28 +0000 2022,"@mishacollins @jarpad @JensenAckles Overjoyed 
Overjoyed
Overjoyed
Overjoyed 
Overjoyed
Overjoyed
Overjoyed 
Overjoyed
Overjoyed
Did I mention
Overjoyed!
Congratulations!!!🎊🎉🍾",en,1652538028665, overjoyed overjoyed overjoyed overjoyed overjoyed overjoyed overjoyed overjoyed overjoyed did i mention overjoyed congratulations ,overjoy overjoy overjoy overjoy overjoy overjoy overjoy overjoy overjoy mention overjoy congratulations
4766,Sat May 14 17:36:39 +0000 2022,@DCLovesDestiel @therealKripke @jarpad @JensenAckles @mishacollins I concur,en,1652549799660, i concur,concur
4767,Sat May 14 18:53:42 +0000 2022,@KatiSnider3 @mishacollins Thank you.❤️,en,1652554422658, thank you ,thank
4772,Sun May 15 12:10:35 +0000 2022,@sebroche @mishacollins Really brings out his eyes!,en,1652616635664, really brings out his eyes ,really bring eye
4774,Sun May 15 19:58:00 +0000 2022,@TVGuide @mishacollins Awesome,en,1652644680658, awesome,awesome
4775,Sun May 15 23:23:30 +0000 2022,@Marlin19_89 that tweet about misha collins as harvey dent. dc fans and misha haters are coming for me 😩,en,1652657010662, that tweet about misha collins as harvey dent dc fans and misha haters are coming for me ,tweet misha collins harvey dent dc fan misha haters come
4781,Mon May 16 17:27:59 +0000 2022,@astrideinsle @manumaria2109 @mishacollins Omg me too ❤️,en,1652722079666, omg me too ,omg
4783,Tue May 17 03:35:17 +0000 2022,@mishacollins i mean she's not wrong,en,1652758517658, i mean she s not wrong,mean wrong
4791,Tue May 17 10:58:51 +0000 2022,@mishacollins She’s going to be president someday.,en,1652785131659, she s going to be president someday ,go president someday
4793,Tue May 17 11:21:22 +0000 2022,@mishacollins gotta teach him symbolism misha,en,1652786482665, gotta teach him symbolism misha,gotta teach symbolism misha
4798,Tue May 17 19:11:20 +0000 2022,"@CasGirl_Sheha @mishacollins I've seen this before, good grief that's terrifying!😨😂indeed sometimes you get bats that grow huge normally you seen these as the king or queen bats, just like with rats and other creatures they have queen rats.",en,1652814680662, i ve seen this before good grief that s terrifying indeed sometimes you get bats that grow huge normally you seen these as the king or queen bats just like with rats and other creatures they have queen rats ,see good grief terrify indeed sometimes get bat grow huge normally see king queen bat like rat creatures queen rat
4800,Wed May 18 04:39:07 +0000 2022,beep beep @mishacollins beep beep,en,1652848747665,beep beep beep beep,beep beep beep beep
4804,Wed May 18 14:50:27 +0000 2022,@mishacollins Absolutely agree 🖤🖤🖤,en,1652885427661, absolutely agree ,absolutely agree
4809,Wed May 18 20:31:17 +0000 2022,"Why I'm nervous!?
@mishacollins I blame you!",en,1652905877664,why i m nervous i blame you ,nervous blame
4818,Thu May 19 13:41:50 +0000 2022,i need a supernatural convention in the netherlands pls @jarpad @JensenAckles @mishacollins,en,1652967710661,i need a supernatural convention in the netherlands pls ,need supernatural convention netherlands pls
4826,Thu May 19 15:13:58 +0000 2022,"I LOVE THEMMMMMMMMMMMMMMMMMMM
#MishaCollins 
#JensenAckles https://t.co/k3P3KemtCq",en,1652973238665,i love themmmmmmmmmmmmmmmmmmm ,love themmmmmmmmmmmmmmmmmmm
4836,Thu May 19 16:24:30 +0000 2022,MISSHAAAA!!! He hugged us 🥹💙 #MishaCollins  #UpFronts2022 https://t.co/VnQpWbx6c4,en,1652977470666,misshaaaa he hugged us ,misshaaaa hug us
4846,Thu May 19 17:08:31 +0000 2022,I think you guys can spamming @mishacollins for the selfie? I'm sorry sir for this little contribution to the chaos.. 😅,en,1652980111657,i think you guys can spamming for the selfie i m sorry sir for this little contribution to the chaos ,think guy spamming selfie sorry sir little contribution chaos
4850,Thu May 19 17:33:08 +0000 2022,"More of Jensen Ackles, Misha Collins and Jared Padalecki onstage at the CW Upfronts https://t.co/hruun0fzjv",en,1652981588658,more of jensen ackles misha collins and jared padalecki onstage at the cw upfronts ,jensen ackles misha collins jar padalecki onstage cw upfronts
4856,Thu May 19 18:14:07 +0000 2022,@mishacollins @JensenAckles @jarpad Missed this so damn much. ❤️,en,1652984047664, missed this so damn much ,miss damn much
4859,Thu May 19 18:20:40 +0000 2022,@mishacollins @JensenAckles @jarpad love you guys!! so proud of you,en,1652984440658, love you guys so proud of you,love guy proud
4878,Thu May 19 19:18:32 +0000 2022,@FangasmSPN @jarpad @JensenAckles @mishacollins They always look genuinely happy anytime they are together! 😊 love this bonded friendship!,en,1652987912657, they always look genuinely happy anytime they are together love this bonded friendship ,always look genuinely happy anytime together love bond friendship
4888,Thu May 19 20:36:45 +0000 2022,@mishacollins @JensenAckles @jarpad Love this so much!!! ❤️❤️❤️,en,1652992605665, love this so much ,love much
4897,Thu May 19 22:05:54 +0000 2022,@TheBoysTV @mishacollins @JensenAckles @jarpad when is misha gonna guest star 👀,en,1652997954659, when is misha gonna guest star ,misha gonna guest star
4901,Thu May 19 22:31:56 +0000 2022,@whyttnaysmith Such a misha collins move,en,1652999516664, such a misha collins move,misha collins move
4914,Fri May 20 03:01:51 +0000 2022,@NatalieAbrams @mishacollins I love you both so much,en,1653015711664, i love you both so much,love much
4917,Fri May 20 03:46:14 +0000 2022,@mishacollins @jarpad @thecwwalker @TheCW It will be so hilarious to see Jared catch the both of you. https://t.co/CfvnO0KdLF,en,1653018374663, it will be so hilarious to see jared catch the both of you ,hilarious see jar catch
4948,Fri May 20 23:02:48 +0000 2022,@queenRobina @SarahRieder81 @mishacollins This is to funny Robina!!😅,en,1653087768663, this is to funny robina ,funny robina
4950,Sat May 21 06:35:53 +0000 2022,"@wayward_kate Sounds like you need to keep tweeting.

.@mishacollins please record a better version of you reading ""please go the fuck to sleep"".

K thx bye",en,1653114953663, sounds like you need to keep tweeting please record a better version of you reading please go the fuck to sleep k thx bye,sound like need keep tweet please record better version read please go fuck sleep k thx bye
4957,Sun May 22 19:36:02 +0000 2022,@WishIWasNCanada @JensenAckles @mishacollins Look who’s going to a creation con 😜,en,1653248162665, look who s going to a creation con ,look go creation con
4958,Sun May 22 19:37:15 +0000 2022,@juda1313 @daathelohim @jarpad @JeffDanPhillips @KnewNone @JensenAckles @Y2John84 @mishacollins @realNDWalsch @rainnwilson You're welcome. https://t.co/GvL7rdqCgd,en,1653248235665, you re welcome ,welcome
4965,Mon May 23 17:15:29 +0000 2022,@mishacollins @JensenAckles @jarpad Love it,en,1653326129659, love it,love
4974,Mon May 23 23:56:23 +0000 2022,"Misha
Charlotte 2021
@misha 
#mishacollins #spnfamily https://t.co/8pCOEUzl9M",en,1653350183666,misha charlotte 2021 ,misha charlotte 2021
4978,Tue May 24 01:00:53 +0000 2022,One day I'll get a DM/reply from an actual legit person and miss the opportunity to actually talk with them because of all of these spam/scammers. Team at @mishacollins someone is messing with his fan replies on FB https://t.co/U9bJ5Hj8TH,en,1653354053663,one day i ll get a dm reply from an actual legit person and miss the opportunity to actually talk with them because of all of these spam scammers team at someone is messing with his fan replies on fb ,one day get dm reply actual legit person miss opportunity actually talk spam scammers team someone mess fan reply fb
4981,Tue May 24 04:05:06 +0000 2022,"@AppleBooks @mishacollins Thank you for blessing my early morning, Mish. 
I love you  😘",en,1653365106663, thank you for blessing my early morning mish i love you ,thank bless early morning mish love
4993,Wed May 25 00:16:34 +0000 2022,@angeIackles @mishacollins Your support is important for us!🫶🏻,en,1653437794660, your support is important for us ,support important us
